emp_id,income,expected_income,risk_score,quality
7831498,1830,450,39500,0.57901
3952855,2045,800,77800,0.713495
5346954,3020,400,73200,0.852779
6688451,3775,1200,81150,0.841443
2186090,2055,1100,69650,0.548561
5630836,3160,1100,63300,0.589545
5700262,6605,700,39500,0.493922
3260639,2665,2700,69450,0.670735
8724846,5040,899,36950,0.566531
9788984,6520,1000,48550,0.826564
6963325,2650,2700,79650,0.711432
7712194,3655,600,67950,0.496874
9681904,3005,2500,75900,0.769105
9527220,3145,2900,51150,0.592302
2690451,4740,1200,43050,0.900823
6311077,2055,550,39650,0.51002
7113019,2770,500,72200,0.437175
9779487,3745,400,70550,0.758291
3629073,4260,400,51750,0.48199
5197183,5250,600,37500,0.532115
2780258,3065,2500,86600,0.634348
2728084,2015,700,63800,0.585919
1588572,3515,700,68350,0.602667
2408277,3680,700,48250,0.652751
3913313,2695,600,51000,0.766482
6492921,4035,1200,59350,0.708398
9061964,6550,600,76400,0.608565
7131367,2575,600,50550,0.641291
4582880,1595,900,63150,0.598248
3952367,5240,1099,80400,0.759575
8241597,3290,900,42200,0.756216
4178198,2145,500,50650,0.581308
6901094,2595,800,90800,0.502724
7073761,5190,400,58050,0.480701
9793528,3105,900,64500,0.791911
5587329,6260,400,80250,0.920343
7459904,3325,700,89100,0.530546
6124584,4680,2100,72600,0.543078
1396439,3090,1200,31600,0.662788
5899787,3050,900,74450,0.616314
9849515,1770,600,33750,0.62651
5939093,5070,1450,61100,0.776961
6523289,2595,1100,57550,0.806702
2474066,5220,500,84900,0.618895
5037624,5120,3200,82250,0.578414
1459424,5130,800,86700,0.851347
7924262,2160,1150,71300,0.786312
8122976,2776,500,33750,0.646417
4172745,5265,400,85350,0.516359
3455924,3205,800,47550,0.855586
5837520,3190,900,71200,0.792905
8888209,6130,2900,51550,0.719062
8892975,6155,5200,53500,0.671324
3369901,8185,900,93900,0.643609
2253141,2570,700,56850,0.578709
9366595,2242,600,71300,0.379669
8584318,5030,1000,80900,0.807009
7616305,2220,600,45100,0.749131
3167513,3165,600,77850,0.406619
3448227,1195,400,62000,0.551712
3742294,2275,700,37000,0.664931
1781698,3795,1150,64850,0.697925
8338642,9595,2900,73000,0.647109
5199785,3500,1350,67800,0.869021
8273900,2145,550,31200,0.807759
2515502,3235,400,64450,0.403488
9412050,3090,700,81800,0.773397
7561063,2630,900,78600,0.674446
1517110,4120,2500,74950,0.531986
6380250,6270,900,87250,0.855445
1894774,6735,899,97050,0.492018
7161913,1610,1000,75300,0.805638
2436861,2500,1200,66850,0.718114
9765429,2425,400,72100,0.655038
2151058,3590,700,89450,0.678872
7559563,3240,400,49900,0.46831
2665024,1645,600,58200,0.817485
6522355,4715,800,49550,0.731206
2931138,2255,600,78150,0.607025
2901403,3640,500,41250,0.474623
5131950,4100,2400,96500,0.754473
7507363,3140,600,44750,0.438564
7247303,5081,1600,71800,0.682568
4455352,5010,600,44750,0.771758
1201456,1640,400,51150,0.503634
5468389,3060,800,64200,0.4573
1563062,1585,1400,66400,0.494667
1840628,1690,700,54150,0.602547
1485402,1743,1300,56400,0.654146
8752527,6045,700,70750,0.660506
6923875,3225,400,47850,0.515926
6584923,1975,400,56400,0.680748
2902760,3255,500,53600,0.628233
4124563,3875,800,71950,0.597029
6620594,2005,800,56050,0.414681
4785491,3080,700,54450,0.735354
7644673,4413,600,58050,0.539092
5797935,2580,1200,67700,0.737089
5142052,2655,600,75950,0.699058
3728435,2640,1200,64200,0.738432
3501659,3155,600,55900,0.539952
2688157,2530,600,45150,0.888864
1118433,4195,600,35850,0.683749
2430137,4230,1700,79750,0.526137
5608240,6705,2900,47150,0.581777
6741643,2295,400,53750,0.734206
6649932,4270,1200,54300,0.683782
3408825,5050,400,52800,0.575354
9661842,1520,900,75800,0.599236
3388420,3255,900,80300,0.576638
4776446,3195,900,49350,0.791667
7604883,2080,850,71550,0.428521
3633159,3795,400,74450,0.656269
3790391,2713,700,52700,0.606014
1994539,4605,400,78700,0.566578
4188174,8020,700,51000,0.514506
1178069,3790,1000,52800,0.489144
9191502,4165,900,66950,0.570951
4663181,2760,1400,79800,0.774653
7119793,3195,1100,77750,0.817603
9898756,4150,600,54600,0.316973
3116318,3170,450,38700,0.360584
1522565,2535,1100,66150,0.630357
9833815,1920,600,38250,0.808496
4937126,3875,575,53650,0.467231
7053974,4700,900,70450,0.868708
8865447,3495,1600,84150,0.683019
4142342,3415,850,68700,0.624618
2896914,3090,1100,68600,0.656597
6497608,3005,700,48550,0.539689
7833495,3190,400,46500,0.519365
3951365,6710,3200,62400,0.650786
2687164,1545,700,48000,0.503345
9779851,2665,500,51000,0.662569
3251019,3750,700,83400,0.689741
9743338,3040,700,53850,0.635835
6806275,2190,500,48100,0.798134
5930643,4710,2600,93500,0.79924
6535007,3430,801,68050,0.580055
9257957,2345,1400,40400,0.474809
5000374,5280,2900,71300,0.869216
4908543,2300,850,44300,0.799526
9672923,1605,800,84650,0.541685
5454454,4135,700,56950,0.79589
5437945,3055,1400,79250,0.831455
6173810,1720,600,63750,0.758878
6297778,3015,1100,47150,0.762641
8017193,3652,400,83100,0.63904
6509577,4270,1200,66700,0.727509
4866605,5285,1200,70050,0.369394
8803669,4645,2800,72000,0.613789
2191997,3840,800,54950,0.704184
6925069,2760,900,30350,0.485238
3059398,1685,600,71850,0.573789
5544508,6085,3100,68100,0.421884
6342799,1585,500,41700,0.5848
4629785,2650,1100,42550,0.705596
1899428,6493,900,66650,0.787155
6988484,4535,1800,81700,0.703576
2795672,3200,700,82650,0.509652
4613640,4065,600,93900,0.757651
8224453,5715,600,44900,0.730829
7142072,1550,600,66450,0.741258
4659922,4075,400,54400,0.664175
1134403,3185,600,42600,0.754686
8521704,2370,600,48900,0.871661
5528522,5105,600,96000,0.764413
8714473,2075,900,52750,0.551546
7465269,6190,1100,67650,0.857795
9674037,5285,702,37200,0.666745
9522560,4150,400,68250,0.757817
9219037,3185,400,40200,0.469388
5514878,3260,600,69750,0.796542
3582093,1705,400,46650,0.767254
4989497,2240,700,47750,0.707249
5156017,2625,2300,91450,0.529207
4293456,2535,400,41950,0.382355
4941767,5241,600,46100,0.727656
7536597,3360,600,40400,0.612867
7721689,1920,500,47850,0.737528
9116246,1905,400,49400,0.566611
7148529,6030,700,71400,0.477243
1382084,2185,1100,61400,0.823939
1752322,5025,1100,83000,0.568844
4147038,6740,1000,54850,0.825801
3585438,5735,400,48350,0.510114
2130934,2170,400,80950,0.695447
2065274,1655,900,61100,0.606166
5310780,5245,800,70700,0.424342
3456438,3270,600,56200,0.638632
4246305,4505,600,60150,0.552463
8405191,3260,500,58800,0.746964
2965355,1600,1100,81600,0.564937
4129879,2490,700,70800,0.681301
9517537,2940,1000,64150,0.739712
2634097,1585,600,46600,0.384091
5584191,3775,600,39300,0.512243
1388429,2165,550,44550,0.809492
2160947,3260,700,74000,0.538007
3976271,1530,600,55800,0.397607
3487509,3144,1700,77700,0.539135
1935896,3275,800,44650,0.400322
2548317,3660,700,55950,0.708454
9306399,3250,600,44800,0.812118
8587309,2010,600,89850,0.706276
7614011,9813,700,65950,0.580523
9193664,3120,700,78000,0.576807
7785233,4420,1099,90450,0.752406
5190565,3230,700,90050,0.838546
1864715,2590,1050,83600,0.62401
7191801,3295,500,64100,0.778625
7977725,1225,600,54150,0.384894
6295915,4645,1100,55100,0.442971
4930686,3060,800,78800,0.648361
4633807,3765,3200,49800,0.220961
3595886,6505,1900,95600,0.423953
7962497,2247,600,46800,0.586607
3160335,6640,1600,90250,0.516112
7678501,3286,500,46750,0.51611
7144309,4730,700,67050,0.544325
6639702,2635,550,40800,0.434215
3101795,3125,2500,79650,0.570439
1589947,5015,1100,51450,0.62779
2205066,3235,400,57150,0.794543
6071360,3585,600,84200,0.464842
4793872,3750,1100,73850,0.570677
6084115,9145,900,55600,0.590143
7313808,2065,700,69600,0.552295
7849432,3131,400,57400,0.440819
4199855,3190,600,30550,0.635794
7535577,4565,900,74950,0.510805
8488528,4580,1400,93750,0.610279
4470713,2695,400,40400,0.477586
9339634,1675,1250,63800,0.470389
9738256,3295,700,47900,0.620277
3954380,4220,900,71800,0.282348
9845877,2685,700,51550,0.701165
2143927,5010,1150,82850,0.766374
1948787,3145,700,60200,0.827197
6156266,2640,500,81400,0.564321
9473460,3010,1200,38300,0.397638
8053083,2120,400,54650,0.532094
4512981,3630,500,31750,0.652148
7581580,3395,700,44650,0.592926
3841618,3220,1100,44100,0.575374
1938602,3090,700,70400,0.653462
9397463,3280,800,53350,0.652364
4518338,1565,450,30750,0.597378
7906231,2954,550,43850,0.801958
6856141,2785,600,59800,0.583694
4196341,4525,1900,94000,0.70017
8729187,1795,900,51900,0.719166
6184187,4055,1200,58400,0.700095
4861926,3010,700,45000,0.711054
6984728,3075,400,64600,0.593752
8412823,1720,600,51750,0.769168
3211238,4270,400,30250,0.705824
6392569,2230,700,59750,0.64924
2699257,3220,400,51300,0.391581
1797218,3455,700,32850,0.56222
3836366,5035,1000,48000,0.778638
4637398,2775,500,93550,0.853078
8212261,2884,600,74500,0.665506
7466499,4225,400,66750,0.577909
1908831,6640,3450,65650,0.421177
2589206,3110,600,38200,0.804103
2680811,4185,1100,87750,0.589898
2326015,6175,2200,79050,0.58416
3718260,3300,2900,54700,0.699887
3798187,3115,1350,48650,0.738118
2384930,1895,1250,52350,0.761876
7003887,3110,1100,45900,0.699135
7785225,2175,400,49550,0.586126
5743973,2451,550,44450,0.590705
6079017,1850,500,53600,0.691876
1378003,2545,1350,87950,0.512379
3665401,8165,1400,55500,0.634926
1796494,2775,500,48400,0.637262
4438086,3110,500,39300,0.532397
7183701,1735,1600,69200,0.571016
7543301,5025,1100,87850,0.821404
9521547,1665,700,52900,0.356173
6920803,3040,600,38950,0.460067
2062070,5175,5200,92000,0.596081
1477882,3670,2500,73500,0.576229
8467391,4085,900,75600,0.755264
9371426,2755,400,34800,0.553305
4768671,2965,1400,82600,0.727556
4710118,7295,2100,77250,0.778476
8034909,3740,800,64350,0.403257
4121942,3927,900,81050,0.587133
8419630,5980,3200,91900,0.763459
3300018,5120,900,48500,0.656818
9398047,3245,700,70450,0.79513
5385784,4921,600,38350,0.558307
7304699,3755,1200,77000,0.643265
4400553,5185,400,73500,0.453648
1556913,2915,900,48250,0.482419
8897505,5055,800,73200,0.8581
5398834,1740,400,65400,0.798363
7620682,4750,1200,69350,0.624765
6811018,2095,600,39450,0.465229
6591652,6775,1450,80300,0.633833
9950414,2160,1000,69950,0.689872
2102874,8265,600,77150,0.559488
4606353,4514,400,39750,0.624136
6254543,3020,1200,66100,0.816185
4573466,3630,400,79950,0.675742
8772927,2175,900,41000,0.869376
6721305,3670,600,50350,0.359734
5035005,5265,600,69800,0.741005
7427194,3745,600,79750,0.889579
7263460,5295,500,50750,0.504127
3629290,2615,900,66500,0.605894
9133498,6185,900,73100,0.816458
9907648,4740,2700,57950,0.524217
9974000,5410,800,86700,0.5719
3622761,3900,450,38100,0.69467
6854644,5260,800,33450,0.694462
8774946,5712,1100,51300,0.771615
6439407,5085,500,45700,0.629843
5058179,4715,600,75150,0.864517
6023387,3150,400,46100,0.681796
2206211,1845,400,38100,0.595723
6041023,4498,600,85400,0.538252
8918725,8697,2900,39400,0.673546
7435030,4730,900,54300,0.395502
8999585,3595,1000,47600,0.42772
3943065,3040,1200,70950,0.778359
3504448,1660,400,49200,0.724228
1330918,1750,600,51250,0.526635
3386266,3780,700,37100,0.393124
8346470,3210,400,54900,0.549356
4009644,6805,1100,79600,0.527514
8564011,5020,800,55950,0.557804
7561637,2590,500,33950,0.731382
4808229,2225,700,74000,0.478701
7815577,4508,400,71700,0.783017
5404622,5210,500,45950,0.585118
2004022,4040,800,74450,0.705331
4400501,3195,1200,71400,0.803104
1633491,3140,900,62750,0.426915
9898101,2180,800,76200,0.538
6309277,2755,400,69100,0.526211
3745524,3180,500,55900,0.629331
5428601,5255,600,79950,0.547685
7859535,2660,600,33900,0.773148
6686250,2560,1200,35750,0.704625
9083750,1665,600,44400,0.559359
7440704,5035,600,43050,0.636139
4565159,5270,500,38150,0.596454
3086409,2730,800,75950,0.607536
7021422,3085,900,45400,0.595922
2324856,2610,900,52000,0.696943
3381656,3215,1100,62050,0.572385
9899964,5035,2400,51600,0.375988
7754293,5255,400,39800,0.392276
2627562,5520,500,57700,0.846957
4672216,3130,600,63150,0.420955
6923321,3650,1900,75500,0.449253
8417314,3510,1100,54900,0.391226
5725952,3610,1100,58500,0.587436
9257098,1640,525,60400,0.752427
2251250,5180,400,66950,0.499038
7947745,6210,3100,77150,0.824133
9114668,3710,1100,73950,0.572475
8637996,3200,800,63900,0.787164
9710196,3190,500,60400,0.581307
5118265,1950,400,62600,0.823486
8136461,3050,1050,80850,0.872553
2295732,2720,2600,41400,0.625773
3765867,2527,600,64150,0.571549
3511353,1765,1100,46300,0.797267
6835676,5040,900,40800,0.632054
7923123,2780,600,63250,0.710653
8041013,4554,800,36100,0.464858
4009856,3790,700,53550,0.330015
6920367,3800,500,51300,0.657632
5661686,4680,400,62950,0.545823
9897885,2170,1100,84000,0.744991
1921569,5036,2100,82950,0.723866
3930198,1875,600,46850,0.594141
3719323,6000,1800,91050,0.646139
1578213,2515,700,57350,0.800637
6877208,3775,900,48100,0.745885
2073418,4725,2400,68550,0.581686
5386654,3195,800,53250,0.533919
7561170,3680,1050,75500,0.700941
2017291,3705,850,66550,0.672244
4175447,3170,400,67700,0.443311
5269659,5270,700,61200,0.730014
8460854,3365,1350,75750,0.578565
3750385,2595,700,36150,0.538464
1177667,3220,750,59850,0.684387
8913905,2690,600,38550,0.7599
3254714,4623,700,38200,0.491421
3512434,5030,700,49650,0.765464
3588895,7015,900,85100,0.804755
5213970,5210,600,80000,0.882348
7143406,3045,700,72500,0.428456
3905472,2361,600,78100,0.682983
8979856,4458,700,78500,0.895671
3851764,4200,600,32850,0.395256
1852858,4790,600,32500,0.431146
4979719,3130,500,41750,0.353223
3515050,2855,800,65950,0.720364
4580476,5215,3450,88650,0.649312
5050009,2110,1200,37900,0.471203
9958938,3555,1600,61600,0.499899
4307349,3140,800,71750,0.669642
5319354,5085,1000,50000,0.355466
1233365,4055,400,75550,0.816222
3860517,5460,700,38700,0.47202
3557065,5240,1400,79400,0.820374
1831812,3045,800,74550,0.869323
5578061,3110,500,56400,0.531582
6421738,5190,800,53400,0.4494
1978673,3175,700,53900,0.48434
9197246,3635,800,55250,0.652306
9843034,1730,600,73700,0.565563
3096340,4170,600,67900,0.440252
4107818,2270,400,68400,0.634795
4753274,2295,900,30500,0.583546
3315338,3765,4200,58050,0.643755
6816564,3715,700,78200,0.65092
9914388,4685,1200,75750,0.713174
3913692,3070,700,54150,0.741875
1114070,2625,700,35650,0.578543
3085258,3200,1100,39750,0.413066
5454099,1913,600,67100,0.664139
4408233,8205,700,81350,0.640335
9256839,2601,600,68200,0.512277
5885351,1800,800,70650,0.482223
6522133,5090,900,61850,0.686105
2646936,1740,900,74800,0.641759
2795392,3095,600,74100,0.46435
1665087,3165,700,47950,0.547971
4726022,5250,1600,74150,0.471207
9826241,6020,400,50150,0.796565
5605286,3585,1000,65250,0.556622
2656150,3525,1200,46350,0.729094
9385390,6690,850,58200,0.533138
5863200,1815,900,66150,0.695895
1355802,6675,3200,62850,0.680078
4357627,3090,1100,70500,0.668564
4826108,3190,700,82100,0.694285
6368887,2505,2700,64850,0.624572
9032767,1620,400,50150,0.47491
8174938,3115,800,60000,0.860045
6360637,1745,400,50100,0.699795
3415635,6595,4100,80950,0.859506
5449353,4565,700,42050,0.387557
6430227,2750,500,86450,0.592378
1468660,3790,600,48250,0.646796
4410603,3140,600,58400,0.518383
2942193,3125,700,42050,0.816708
2804920,3795,600,53800,0.59459
7922602,4240,700,78200,0.715433
7574269,2540,600,44400,0.776912
6023682,6655,3000,68150,0.736222
6030231,6535,3400,41550,0.704862
9800753,4610,1200,84700,0.701248
2771385,1645,600,41450,0.762389
5920864,4010,400,46550,0.735038
3257907,2015,500,70100,0.590639
6025878,3215,700,34400,0.511639
6734289,2640,400,57600,0.742424
7331050,6710,1099,51350,0.694199
3618567,1735,1100,74000,0.442284
3304564,3775,600,66450,0.490898
3134962,1535,1200,60600,0.50847
7749981,2760,1100,75850,0.705169
1568013,2705,1200,44450,0.507039
5330571,6650,600,64450,0.607136
6690224,2595,600,68250,0.534266
1182824,3980,400,78700,0.876321
2311022,5020,2400,68850,0.826055
4454351,2135,400,68200,0.64112
1331272,5205,800,81600,0.455656
6105733,6110,1800,79800,0.802639
3388256,5060,400,50400,0.670195
7294728,6200,2900,97650,0.817014
2946786,3655,700,85250,0.865102
5607669,1720,900,48050,0.766106
6956937,2908,600,51250,0.478056
4366752,3360,400,75900,0.714697
7092557,6670,3700,67650,0.793204
7536100,2202,400,66150,0.704765
6295869,4870,400,38550,0.523653
2113306,6205,3400,56950,0.692564
5352565,3680,1200,79400,0.728585
3462210,2225,700,71650,0.653188
1872495,2115,1000,70400,0.429755
8741754,3635,900,63000,0.758948
7665652,2185,700,53050,0.51012
5442988,5015,1200,60000,0.824619
6385607,2565,400,46750,0.796709
2723222,1890,400,82650,0.42579
6337914,1740,400,59550,0.613168
1400866,3115,800,50150,0.655298
9740454,2600,1200,42000,0.806964
7571446,5180,1350,85400,0.460042
2478905,5250,1100,58350,0.699469
1379236,3265,450,36850,0.480428
9381454,1500,400,37450,0.748276
3333993,2710,2700,50600,0.488541
9630599,2235,1000,66100,0.586616
3873417,3000,900,69500,0.918437
1614179,2625,400,62750,0.815153
9267674,3847,600,68450,0.904671
4739795,2115,700,67450,0.770075
9889103,6010,1200,55300,0.657592
4312944,3015,900,78500,0.705021
2669390,3160,900,48150,0.431203
5016281,2875,500,41200,0.587226
3541120,2015,800,67400,0.837291
8498027,3280,400,67600,0.679894
6319513,6545,1050,69600,0.513537
8414180,3090,799,68500,0.646606
8951824,5025,400,67550,0.648087
2987855,3615,2600,78450,0.488346
6029902,4780,1100,47950,0.654854
1182404,3060,700,71000,0.721982
7922747,5250,700,52900,0.583258
9357660,2655,5100,74250,0.585039
7754427,7245,1600,72150,0.496774
1335180,2360,600,71300,0.756563
9302647,2730,2800,92150,0.668325
5246035,2660,900,51750,0.756759
8892710,2605,800,86500,0.915565
6054693,3575,899,46850,0.478655
8765218,4520,1200,73750,0.37556
9995050,4030,600,62700,0.405161
9780101,2420,400,76750,0.508778
3583736,2290,500,58950,0.382234
7969267,1340,700,66650,0.582968
8837562,3110,700,46350,0.462361
6033475,3295,1100,63650,0.676208
8552586,5040,800,79350,0.674651
6908916,2685,400,48550,0.615208
8273248,4010,400,45300,0.486097
6879329,3555,700,81450,0.731202
5424908,1725,400,73200,0.43782
6932246,2610,1200,40050,0.431391
6565926,3125,800,67000,0.420122
9863746,6681,500,32150,0.426922
5860101,3185,800,49350,0.274121
9007226,5155,500,39150,0.482204
9669300,1705,600,54450,0.773058
3481372,3020,900,57350,0.672023
8559241,3100,600,44450,0.686026
3231487,2245,500,36200,0.539144
7843067,3725,700,79350,0.532953
2112347,4065,900,62200,0.592427
5981130,2660,850,66100,0.479482
9099003,6140,2100,93050,0.145564
9754863,1055,400,39950,0.74848
2837947,3755,700,73750,0.711684
6637438,2215,600,76550,0.704461
7456636,1680,600,58450,0.891813
6352885,4120,600,62900,0.890481
7938312,3695,2800,75800,0.816786
8743288,3050,400,48950,0.547522
9146829,5395,1050,72950,0.544436
9750556,2750,1100,31200,0.439008
6307430,3732,2400,67600,0.676676
3351814,3665,600,49250,0.675332
7158249,4438,1350,75550,0.826718
6363784,2823,500,55050,0.838637
9814238,3710,400,50650,0.539423
6367434,1520,600,84850,0.473264
4831229,5170,400,76550,0.45687
9253779,1705,1100,35350,0.83703
3845536,3380,1400,65700,0.540544
6350071,5250,1100,71750,0.680603
7596578,2785,400,71250,0.640885
6006272,2760,800,73100,0.880445
9364908,3045,600,72000,0.553945
3578938,1660,900,63200,0.528885
9311124,1690,600,71650,0.490403
3456827,1900,1900,52750,0.39817
5202610,3435,1100,73600,0.472198
6049658,3348,900,78900,0.595358
3521066,3510,1700,75000,0.457973
6759119,1750,500,70450,0.505402
3261538,3135,600,52700,0.721802
6220585,6275,1200,75050,0.622866
1850524,4490,1150,61650,0.767823
9211636,3740,400,48250,0.409069
6556661,1760,900,67250,0.510228
1815845,5025,1100,71750,0.70286
1644058,3235,600,49450,0.42296
7061012,4625,800,58200,0.509433
9602222,1580,600,90000,0.832338
6659692,4025,2500,79800,0.759801
7728513,3215,1200,69350,0.751536
5632506,2130,400,54700,0.54794
6290713,2690,1100,71000,0.506872
9637974,3145,700,79200,0.634957
2250113,6770,400,86700,0.791065
5346545,1540,500,56700,0.527242
7343710,5110,600,72400,0.799961
2309426,3255,900,36250,0.710679
3363215,3075,4800,47400,0.604645
1544624,3180,500,33300,0.841414
4632963,3285,400,64150,0.825277
5683458,2865,400,62250,0.766088
5314532,3245,700,46800,0.834544
6129630,5220,2400,43250,0.354599
2581109,6150,600,77350,0.632827
2270826,4251,800,66250,0.645162
6398542,2530,500,57500,0.573857
6455744,2390,500,52200,0.545509
7552253,2045,450,38700,0.557188
4574300,2625,400,77750,0.675322
8658166,2555,1100,68250,0.709766
3030452,3000,600,62350,0.490266
4754380,2800,700,38300,0.708527
9508006,2170,500,78350,0.71091
2322822,2600,800,46900,0.419718
1893891,5200,400,75400,0.627206
8069637,5255,800,57750,0.582781
2204814,5170,700,61850,0.63616
9553029,6220,2100,91550,0.20358
2455954,3190,1300,78400,0.492588
9417188,2030,500,71350,0.717176
3416284,2040,600,43050,0.374284
2555015,3150,800,49800,0.797388
3790182,1950,400,51300,0.766005
1907324,3630,500,46150,0.369436
5902320,3025,600,31950,0.274047
6077772,5040,1100,73650,0.601532
2708689,6055,600,30700,0.463075
9482541,6645,700,49850,0.578131
8381866,1695,800,78000,0.704768
1875970,2035,500,53100,0.418524
9873932,2705,400,53450,0.552331
2321230,3710,400,33800,0.350699
9950602,5195,1300,79700,0.569276
5950454,3055,1200,47000,0.673571
8937159,6590,1900,94000,0.010184
9546123,2455,500,59450,0.547637
8032478,2795,400,71000,0.633867
1847624,2620,700,34500,0.723793
6006328,4585,700,45450,0.72548
3150160,3160,1600,66650,0.480787
9428707,3460,900,64700,0.564009
8024267,2655,400,80700,0.868758
3183957,2760,800,84600,0.630872
6232891,2988,400,36300,0.793704
7971020,2005,600,56400,0.622278
4859292,3770,900,65850,0.410101
8115461,3570,1100,32950,0.692949
2602703,2525,600,38850,0.612678
3486163,3195,700,67450,0.594848
9768034,2150,700,54050,0.579365
8184480,2700,500,57550,0.409463
9531748,7100,800,35350,0.670558
7067170,4331,400,36450,0.416391
6244284,4210,600,66450,0.548929
8051549,2675,450,31050,0.43769
7988590,5140,1200,78400,0.558439
7663446,2075,1000,72350,0.610921
4109948,6595,900,40850,0.665534
7904038,5290,2900,73250,0.738223
5436253,3755,900,45600,0.360607
9123155,2045,1000,71050,0.713696
5610607,3540,400,68550,0.668882
5656170,4050,800,52800,0.455786
8712974,3545,600,30000,0.798848
8045516,2295,400,56500,0.662709
9826717,3435,2800,53850,0.621868
8476817,6595,700,74250,0.384674
7228024,3060,900,56700,0.398467
8428126,3030,600,56500,0.456575
2121065,2417,400,44800,0.668276
2319593,3210,550,30900,0.667415
4301547,3411,1200,69400,0.557297
9800158,9080,2000,71100,0.554338
2809987,5095,1100,64500,0.398123
6442289,3225,750,64300,0.630018
1692302,3680,700,71600,0.59933
5249709,3075,1100,47600,0.594631
5988479,3075,1100,61050,0.461832
5617347,3515,600,44400,0.343355
9801111,3205,700,60400,0.463753
8519102,2175,350,60650,0.776273
8185861,2245,700,50650,0.759591
8314423,2525,700,84700,0.709038
8092371,2725,400,67950,0.909345
3140332,4060,600,77000,0.504024
1222441,3115,500,32550,0.287957
4351221,4110,600,57650,0.47227
8358386,1705,400,60150,0.773129
3315724,3215,1200,76750,0.723782
9526410,1600,700,50450,0.498295
9645549,5160,900,79100,0.896772
5214497,2272,1150,75850,0.497552
7326182,2205,500,82250,0.61543
9468974,3785,1100,51500,0.467254
1287599,3645,1450,62200,0.705957
1400931,4082,900,44450,0.877813
8687878,3725,800,32550,0.708293
6832611,4765,1200,74250,0.62059
9528224,4185,400,47800,0.440921
5438147,3265,800,50300,0.483739
6787896,8346,2800,78000,0.572793
7718513,6170,1300,85350,0.721626
2113635,1990,1100,70700,0.831282
4396065,9010,700,79350,0.601488
3510843,3765,800,60800,0.474795
6639796,1535,700,37450,0.617988
6528313,3100,500,41750,0.392321
9117544,5200,1200,53450,0.496851
7587772,6235,800,73050,0.85044
2597506,3505,2400,57950,0.426864
9381809,6510,3200,66950,0.706463
4781937,1585,400,56350,0.769284
4445795,5445,600,68250,0.613051
5454077,2330,1200,53700,0.747318
2557147,3375,1100,47450,0.72761
8029427,2085,700,72100,0.455596
9014260,5180,700,58600,0.577015
2241463,1890,400,59900,0.658573
9148959,2290,700,85900,0.836216
7820895,1640,600,46000,0.834967
2063308,5085,1600,78250,0.411962
2965710,2225,400,77900,0.852451
2746846,4590,350,75750,0.45528
5500969,2790,700,61000,0.635857
6228707,5055,700,72900,0.672333
8339042,1940,400,69700,0.669376
6554951,3025,900,74200,0.8797
8868441,4040,800,50500,0.600261
9561933,7185,5200,82800,0.48061
8176589,3075,700,58000,0.653003
2963988,3280,1200,38250,0.674599
7771552,5020,1100,56600,0.473748
1621201,1695,400,32350,0.750573
4265600,2575,1450,81050,0.596046
3293942,4533,600,63250,0.771621
9097431,2000,550,42550,0.71685
4256678,2205,800,63650,0.85994
1232827,3660,900,31900,0.558652
6634964,4110,800,53350,0.86408
7955134,6000,2700,76250,0.817298
1216426,2270,900,56400,0.596444
4072924,3770,1100,30950,0.633153
2461936,6140,1900,90000,0.594938
9735807,3055,1100,81650,0.797408
2799023,2680,900,80550,0.507653
6801273,2767,400,51350,0.463304
4893174,5030,400,60850,0.466472
1290209,2540,1100,36300,0.403914
3715812,2218,700,59250,0.559096
5164096,5286,900,45750,0.505856
4162846,3295,700,56450,0.629499
6561306,4525,2650,80300,0.857841
7526795,5365,800,83850,0.600083
1876314,3490,700,49950,0.543854
6844474,3900,550,43050,0.752856
8461131,3220,700,81000,0.542017
3183126,3873,1400,65000,0.799139
4026974,5155,1200,71250,0.626998
7839717,3265,600,38150,0.657478
2347080,2270,600,38600,0.344405
9459091,3325,1050,68100,0.517964
7504482,3440,600,32700,0.637098
6898345,6640,600,70400,0.676549
7883388,3120,700,81850,0.652442
5961912,6295,3600,88300,0.817091
9678495,5020,5100,76950,0.534156
9317570,3905,1700,74350,0.806878
5228883,3230,550,40500,0.696951
1177749,3270,1100,69300,0.690548
5996042,2330,800,62750,0.47895
1701800,3220,1100,59500,0.50193
5156207,1795,800,53700,0.489322
7291983,3680,400,66300,0.779831
6512288,3020,900,67200,0.725682
9562485,2785,600,43000,0.668391
3300130,1625,400,49350,0.501233
8127980,2120,1300,56700,0.712242
4725831,3610,700,60300,0.721118
8710934,5171,1100,53000,0.67444
3662643,4505,900,58900,0.566916
9080543,2345,600,58650,0.567148
3251421,2560,2700,76700,0.736857
5235527,1650,600,54600,0.489294
3151043,4150,900,67000,0.67179
7840854,5853,450,55050,0.584344
3786056,6750,899,92900,0.588021
4526897,7020,3200,75750,0.602984
8042759,3210,1100,73450,0.496415
3123002,2735,1100,65850,0.84248
6220263,1685,450,39950,0.638476
3198691,5260,1900,89150,0.504355
1132925,3535,700,56800,0.761666
5310740,4720,2700,59650,0.317633
3479487,3665,600,33700,0.51719
2184424,1220,425,54150,0.8581
3475818,2561,1100,63350,0.752288
4011127,2095,600,72350,0.663728
4685637,5120,2700,59550,0.489899
1955981,2680,700,37600,0.628275
6694663,3440,400,34500,0.585957
1730670,5175,700,23800,0.489756
